"ID_PERSON";"ID_WIKIDATA";"ID_IMDB";"ID_WIKIDATA_PERSON";"ID_TMDB_WIKIDATA";"NAME";"ADULT"
"1297606";"Q1328290";"nm0879568";"1297606";;"Sándor Török";"0"
"1297954";"Q117037469";"nm2453011";"1297954";;"Arūnas Stoškus";"0"
"1298117";"Q136367814";"nm0223171";"1298117";;"Sri Dewi";"0"
"1299177";"Q95685409";"nm6062917";"1299177";;"Christina Emig-Könning";"0"
"1299281";"Q69697161";"nm4300257";"2482161";;"Park Min-jeong";"0"
"1301949";"Q27926908";"nm0009280";"1301949";;"Zivit Abramson";"0"
"1304067";"Q135699245";"nm0468016";"1304067";;"Narcisse Kouokam";"0"
"1304697";"Q8073601";"nm0203095";"1304697";;"Zoltán David";"0"
"1307398";"Q129293850";"nm4538068";"1307398";;"Surjith";"0"
"1308084";"Q135917870";"nm0890240";"1308084";;"Zare Vartanian";"0"
"1308085";"Q5610411";"nm0169311";"958927";;"David Cohen";"0"
"1308572";"Q104862751";"nm3366972";"1308572";;"Ana Abad Santos";"0"
"1309282";"Q6180299";"nm1339184";"113579";;"Jeong Yun-cheol";"0"
"1310966";"Q3643103";"nm5161984";"1310966";;"Bles Bridges";"0"
"1311380";"Q28861423";"nm0158652";"0";;"Jo Sun-mook";"0"
"1314860";"Q16837254";"nm5325802";"3342204";;"Jordi Roca";"0"
"1316985";"Q16547012";"nm4579785";"0";;"Simon Ostrovsky";"0"
"1318474";"Q126083577";"nm1065020";"1318474";;"Daria D'Antonio";"0"
"1321994";"Q106642298";"nm4842969";"1321994";;"Mohammad Shaker Khodeir";"0"
"1322770";"Q15065793";"nm6090956";"1322770";;"Vladislav Demin";"0"
"1323566";"Q105614253";"nm4581341";"1323566";;"Sas Goldberg";"0"
"1324340";"Q50359671";"nm5647594";"0";;"Eyad Hourani";"0"
"1325266";"Q136229751";"nm0104597";"1325266";;"Paul Brandenburg";"0"
"1329705";"Q100450654";"nm3736091";"1329705";;"Marie-Ève Milot";"0"
"1330692";"Q30082983";"nm5686622";"1330692";;"Mohamed Saïd Hafifi";"0"
"1334230";"Q55736768";"nm3718514";"1334230";;"Kim Jung-pal";"0"
"1337054";"Q131904711";"nm1841458";"1337054";;"Leili Karpa";"0"
"1337056";"Q131905818";"nm1847596";"1337056";;"Katrin Zilinska";"0"
"1337057";"Q131905836";"nm1845454";"1337057";;"Meelis Küttim";"0"
"1337060";"Q131905961";"nm1847228";"1337060";;"Helene Pihel";"0"
"1337796";"Q2898130";"nm0472942";"1337796";;"Bernard Kruysen";"0"
"1338450";"Q130527282";"nm0200028";"1338450";;"Mark Daniels";"0"
"1341971";"Q55683063";"nm0346690";"1341971";;"Robby Guichard";"0"
"1345978";"Q111607556";"nm1618065";"0";;"Vivienne Vernes";"0"
"1346146";"Q23992763";"nm0910931";"0";;"James Wang";"0"
"1349705";"Q136276696";"nm1541068";"1349705";;"Jacob Riis-Olsen";"0"
"1351346";"Q47498796";"nm0427430";"0";;"Alan Jones";"0"
"1352027";"Q136174462";"nm6419488";"1352027";;"Natasha Voya";"1"
"1354052";"Q470000";"nm1502476";"1354052";;"Gitte Seeberg";"0"
"1354053";"Q491263";"nm1475106";"1354053";;"Anders Samuelsen";"0"
"1356494";"Q132244171";"nm1428720";"1356494";;"Fernando Iglesias";"0"
"1356690";"Q133269688";"nm0578572";"1356690";;"Asdrúbal Meléndez";"0"
"1360374";"Q136434666";"nm3340681";"1360374";;"Diandra Lyle";"0"
"1363537";"Q132670608";"nm1682133";"1363537";;"Gregg Telussa";"0"
"1364801";"Q113805644";"nm0052193";"0";;"Kevin Banks";"0"
"1365382";"Q133895845";"nm6765973";"1365382";;"Cristiana Mainardi";"0"
"1366358";"Q23815354";"nm0172258";"1366358";;"David Collins";"0"
"1366987";"Q95713047";"nm0699598";"1366987";;"Tini Prüfert";"0"
"1367569";"Q112973444";"nm0811839";"0";;"James Sobol Kelly";"0"
"1372115";"Q19593662";"nm0179901";"1372115";;"Malcolm Cork";"0"
"1374601";"Q9001158";"nm0481694";"1338553";;"Newton Lai Hon-Chi";"0"
"1377497";"Q95230016";"nm2818145";"1377497";;"Marcel Stucki";"0"
"1377934";"Q4891513";"nm0163470";"1377934";;"Noel Clarasó";"0"
"1380196";"Q131341207";"nm1365709";"1380196";;"Andrew Walton";"0"
"1380346";"Q63413348";"nm0132367";"1380346";;"David Campbell";"0"
"1384592";"Q134373542";"nm1125312";"1384592";;"İnci Birol";"0"
"1385689";"Q131340864";"nm1885534";"1385689";;"Samar Khan";"0"
"1389199";"Q95135630";"nm0854347";"1389199";;"John Telfer";"0"
"1390201";"Q16197336";"nm3964891";"0";;"Jon Anik";"0"
"1390302";"Q48644070";"nm3260884";"1390302";;"Pushpakath Geethanandhan";"0"
"1391625";"Q114904733";"nm1505381";"0";;"Nicole Gomez Fisher";"0"
"1392204";"Q112501830";"nm0924353";"1392204";;"Jeffrey R. Whitcher";"0"
"1392268";"Q5942570";"nm0402192";"1392268";;"Hung Huang";"0"
"1392732";"Q10330446";"nm0141407";"1392732";;"Mino Carta";"0"
"1393096";"Q97453460";"nm6278806";"1393096";;"Azadeh Moussavi";"0"
"1396845";"Q136087886";"nm1303450";"2090332";;"Matt Brown";"0"
"1396887";"Q3376724";"nm5368317";"1396887";;"Jerome A. Cohen";"0"
"1401387";"Q136379910";"nm2662763";"1401387";;"Sara Jane Sherman";"0"
"1402257";"Q95789942";"nm1429668";"2361592";;"Jaroslav Vaculík";"0"
"1404362";"Q18647293";"nm0617995";"225915";;"Paul Møller";"0"
"1407949";"Q136375017";"nm4339881";"1407949";;"Salsano Rrapi";"0"
"1418612";"Q4321483";"nm0632554";"1418612";;"Boris Nirenburg";"0"
"1422898";"Q135274419";"nm4102273";"1422898";;"Jacob Sampson";"0"
"1424894";"Q116970205";"nm0295518";"1424894";;"Camille Friend";"0"
"1425954";"Q3158417";"nm0116178";"0";;"Jacques Brunet";"0"
"1434524";"Q94644256";"nm0626787";"1434524";;"Friedrich Neubauer";"0"
"1434620";"Q136373470";"nm0835139";"1434620";;"Clarence Stroud";"0"
"1434996";"Q131358492";"nm6481916";"1434996";;"Brian Ivie";"0"
"1435165";"Q136221693";"nm1180614";"1435165";;"David Mitchell";"0"
"1438840";"Q66088078";"nm4552557";"1438840";;"Ilaria Macchia";"0"
"1439500";"Q110226822";"nm0645114";"1439500";;"Kip Ohman";"0"
"1440007";"Q133837405";"nm3006351";"1440007";;"Kristóf Becsey";"0"
"1440712";"Q106637689";"nm0149498";"0";;"Maureen Chadwick";"0"
"1443395";"Q136371023";"nm0127195";"1443395";;"Katinka Bødtker-Næss";"0"
"1444273";"Q132035423";"nm1271549";"1444273";;"Merlin Crossingham";"0"
"1448937";"Q109501443";"nm0763530";"1448937";;"Sophia Santi";"0"
"1452391";"Q6811310";"nm3346060";"1452391";;"Melanie Marnich";"0"
"1452779";"Q135233130";"nm7947275";"1452779";;"Shobhita Rana";"0"
"1457279";"Q10325966";"nm0482352";"1457279";;"Maria Lalande";"0"
"1459977";"Q132675149";"nm4322974";"1459977";;"Emma Higgins";"0"
"1463865";"Q22278569";"nm5253194";"0";;"Elliot Kerley";"0"
"1465426";"Q136297811";"nm0367055";"1465426";;"Brit Hartmann";"0"
"1466575";"Q136433438";"nm5420029";"1466575";;"Arvind Kashyap";"0"
"1470291";"Q136334293";"nm0025795";"1470291";;"Jean-Philippe Ancelle";"0"
"1471448";"Q134834471";"nm0462090";"1471448";;"Mina Kolb";"0"
"1476274";"Q131340945";"nm1395674";"1476274";;"Pablo Ortega";"0"
"1478495";"Q132474234";"nm0330482";"0";;"Nick Gordon";"0"
"1479878";"Q547039";"nm2406693";"1479878";;"Simon Schaffer";"0"
"1481294";"Q131359894";"nm1573447";"1481294";;"Trisha Mann";"0"
"1489004";"Q16264709";"nm6296785";"1489004";;"Yoshihiro Osugi";"0"
"1491642";"Q1901715";"nm0679430";"1491642";;"Markus Pfeiffer";"0"
"1495242";"Q133775572";"nm1205167";"1495242";;"Bill Teck";"0"
"1495378";"Q5040937";"nm1697868";"1495378";;"Carl Warwick";"0"
"1496026";"Q19664222";"nm0809727";"1496026";;"Rob Smith";"0"
"1499092";"Q95747178";"nm0936024";"1499092";;"Michaela Winterstein";"0"
"1499255";"Q136031850";"nm5861717";"1499255";;"CJ Santos";"0"
"1499528";"Q22696303";"nm0592066";"1499528";;"Carlos Miranda";"0"
"1500418";"Q131401807";"nm0313971";"1500418";;"Mark Gerard";"0"
"1501120";"Q120696858";"nm4413080";"1501120";;"Min Kim";"0"
"1502661";"Q121278378";"nm0576578";"1502661";;"Simi Mehta";"0"
"1507691";"Q6836729";"nm0213732";"1507691";;"Michele DeCesare";"0"
"1509802";"Q312529";"nm0557504";"1509802";;"Luis Masson";"0"
"1510024";"Q128780711";"nm1913803";"1510024";;"Raphael Fernandez";"0"
"1511127";"Q63346974";"nm2272272";"1511127";;"Maya Washington";"0"
"1512026";"Q10325571";"nm1655556";"1512026";;"Rana Azadivar";"0"
"1519998";"Q136440545";"nm3794187";"1519998";;"Troy Romzek";"0"
"1520681";"Q136430438";"nm2390044";"1520681";;"Candy Strong";"1"
"1533990";"Q97206506";"nm3601734";"0";;"Yiğit Kirazcı";"0"
"1536006";"Q131406880";"nm0809252";"1536006";;"Martin Smith";"0"
"1536479";"Q97198739";"nm0894117";"1536479";;"Rade Vergović";"0"
"1537196";"Q47504812";"nm0547166";"1537196";;"Miodrag Mirić";"0"
"1537729";"Q135412753";"nm0764972";"1537729";;"Cosmo Sardo";"0"
"1538354";"Q56635670";"nm6593441";"1538354";;"Masen Davis";"0"
"1539282";"Q6780239";"nm3200062";"1539282";;"Mary Mapes";"0"
"1540567";"Q126974148";"nm0901533";"1540567";;"Vyacheslav Volkov";"0"
"1542498";"Q108374730";"nm2894248";"1542498";;"Susan Bridges";"0"
"1542879";"Q135907076";"nm5132341";"1542879";;"Marisela Zumbado";"0"
"1544412";"Q131869844";"nm2145942";"0";;"Guadalupe Cassius";"0"
"1545388";"Q17986798";"nm0903931";"0";;"Voytek";"0"
"1547860";"Q3177299";"nm0052508";"0";;"Jeremy Banster";"0"
"1553196";"Q16213093";"nm5153692";"0";;"Jerome Ponce";"0"
"1555339";"Q75379488";"nm0194444";"0";;"Lukia Czernin";"0"
"1558236";"Q11835782";"nm2363321";"997691";;"Mercedes Le Anza";"0"
"1560405";"Q134738141";"nm0881527";"1560405";;"Sally-Anne Upton";"0"
"1561275";"Q58443228";"nm2923159";"1561275";;"Mary Sohn";"0"
"1563493";"Q6260373";"nm0852627";"1192070";;"John Taylor";"0"
"1564794";"Q489010";"nm7120920";"0";;"Kan Mi-youn";"0"
"1569678";"Q3712337";"nm4749445";"1569678";;"Dmitri Tcherniakov";"0"
"1569764";"Q136206974";"nm1339152";"1569764";;"Marek Janda";"0"
"1573946";"Q131428879";"nm0680522";"1573946";;"John Michael Phillips";"0"
"1583915";"Q131621193";"nm0209232";"1583915";;"Jaqueline De La Fontaine";"0"
"1587623";"Q136088573";"nm7761751";"0";;"Dominic Arun";"0"
"1588293";"Q136290937";"nm0463103";"1588293";;"Pavel Kogan";"0"
"1589316";"Q3025661";"nm0670366";"0";;"Wim Peeters";"0"
"1590389";"Q4014932";"nm1578876";"936486";;"Vitale De Stefano";"0"
"1596271";"Q131922886";"nm3947216";"1596271";;"Harrison Xu";"0"
"1596448";"Q131863894";"nm1857896";"0";;"Mart Must";"0"
"1601722";"Q4152670";"nm0348856";"0";;"Vladimir Gusev";"0"
"1601906";"Q130288281";"nm2562304";"1601906";;"Trong Hai";"0"
"1608605";"Q19665296";"nm5205788";"0";;"Dhanish Karthik";"0"
"1611368";"Q136387095";"nm7015785";"1611368";;"Anatoliy Bykov";"0"
"1611614";"Q24640139";"nm2847100";"0";;"Tiffany Hsiung";"0"
"1616080";"Q5173207";"nm0006607";"1616080";;"Cort McCown";"1"
"1620913";"Q131341806";"nm3552288";"1620913";;"Matt Myers";"0"
"1621280";"Q1790945";"nm2017865";"0";;"Emilio Santiago";"0"
"1621722";"Q12618867";"nm5062311";"1621722";;"Chun Myung-hoon";"0"
"1622192";"Q128799454";"nm3050599";"1622192";;"Ossama Bawardi";"0"
"1624298";"Q136402549";"nm5257392";"1624298";;"Fernanda Sasse";"0"
"1628107";"Q135799688";"nm6870050";"0";;"Hunter Deno";"0"
"1635158";"Q122818814";"nm7349240";"0";;"Christopher Beanland";"0"
"1636362";"Q4875764";"nm0942950";"0";;"Tim Wrightman";"0"
"1636977";"Q4216786";"nm2853983";"1636977";;"Oleg Kassin";"0"
"1637482";"Q3018594";"nm6590644";"1637482";;"David Briggs";"0"
"1644239";"Q133810975";"nm1507881";"1644239";;"Manuel Guillot";"0"
"1648757";"Q6808742";"nm3304926";"1648757";;"Megan Sikora";"0"
"1649501";"Q15913194";"nm8235402";"0";;"Nini Ou-Yang";"0"
"1651922";"Q126082991";"nm3696750";"1651922";;"Jess Fuerst";"0"
"1653241";"Q47508165";"nm0133167";"1653241";;"Daniel Campomenosi";"0"
"1656382";"Q136048073";"nm0736814";"1656382";;"Danny Rogers";"0"
"1657443";"Q95301425";"nm0109460";"1657443";;"Christian Brincourt";"0"
"1657611";"Q119633488";"nm5001826";"1657611";;"Zoe Stein";"0"
"1658177";"Q116593232";"nm2997779";"0";;"Samm Wiechec";"0"
"1659869";"Q134489105";"nm0790515";"1659869";;"Billy Shebar";"0"
"1673348";"Q1683478";"nm0732715";"1077412";;"Jared Robinsen";"0"
"1673382";"Q2284471";"nm4783111";"1673382";;"Sierra Hull";"0"
"1675037";"Q114778333";"nm0829519";"0";;"John Stewart";"0"
"1675263";"Q117885588";"nm1140687";"0";;"Aleksey Alekseev";"0"
"1676466";"Q135400236";"nm4410287";"1676466";;"Ani I. V. Sasi";"0"
"1679767";"Q104639082";"nm5982137";"0";;"Quyên Nguyen-Le";"0"
"1680898";"Q5428208";"nm3722959";"0";;"Josh Ostrovsky";"0"
"1682539";"Q136418951";"nm1008050";"1682539";;"Roderick A. Santiano";"0"
"1684743";"Q27957350";"nm6595574";"0";;"Brandon Moreno";"0"
"1688870";"Q117209777";"nm2885977";"0";;"Rebecca Steele";"0"
"1691597";"Q131994735";"nm1463201";"1691597";;"Zuzana Drdacka";"0"
"1698089";"Q54579236";"nm0867311";"1698089";;"Tonico";"0"
"1698090";"Q54579277";"nm0864030";"1698090";;"Tinoco";"0"
"1703373";"Q12606289";"nm9379686";"1703373";;"Yang Se-chan";"0"
"1707012";"Q56260139";"nm2004866";"0";;"Andy Delaney";"0"
"1708407";"Q105821317";"nm9352095";"0";;"Irati Gorostidi";"0"
"1709416";"Q63272832";"nm0247097";"103193";;"Jeff Eagle";"0"
"1710469";"Q12606290";"nm9592413";"1710469";;"Yang Se-hyung";"0"
"1711214";"Q28031807";"nm0002719";"0";;"Vincent Lascoumes";"0"
"1713130";"Q131340926";"nm0171241";"1713130";;"Tony Coleman";"0"
"1713218";"Q5577171";"nm0523585";"1713218";;"José Luis Lozano";"0"
"1715887";"Q134571998";"nm6436861";"1715887";;"Alex Krul";"0"
"1717589";"Q95886590";"nm0773440";"0";;"Martin Hans Schmitt";"0"
"1720520";"Q1108478";"nm8627332";"1720520";;"Colin Gäbel";"0"
"1724151";"Q1066383";"nm0128258";"0";;"Charles Wakefield Cadman";"0"
"1724551";"Q136108099";"nm9055029";"1724551";;"April Dawn";"1"
"1724719";"Q131860296";"nm1161812";"1724719";;"Samy Bardet";"0"
"1728296";"Q2381353";"nm0847042";"60757";;"Yumi Takada";"0"
"1728654";"Q134484390";"nm0725302";"0";;"Kerstin Richter";"0"
"1731217";"Q125174872";"nm2086965";"1731217";;"Jackie Chung";"0"
"1731695";"Q16205491";"nm0178303";"0";;"Peter James Cooper";"0"
"1736590";"Q3538721";"nm4119022";"0";;"Sietske van der Bijl";"0"
"1738504";"Q16084047";"nm9494650";"1738504";;"Cho Lee-hyeon";"0"
"1740318";"Q136385997";"nm6145634";"0";;"Shereen Cutkelvin";"0"
"1740662";"Q136436838";"nm3180549";"1740662";;"Ryan Grassmeyer";"0"
"1741003";"Q134375542";"nm1217311";"0";;"Peter Mishara";"0"
"1741442";"Q96314931";"nm0233768";"0";;"John Dorman";"0"
"1744060";"Q111650228";"nm8176068";"1744060";;"Neha Shetty";"0"
"1745270";"Q105719288";"nm0140915";"1745270";;"Marcelle Carroll";"0"
"1749866";"Q115248990";"nm2305308";"0";;"Susannah Mars";"0"
"1756047";"Q946383";"nm2615463";"1756047";;"Roland Pidoux";"0"
"1756528";"Q55723129";"nm4991788";"0";;"Christian R. Page";"0"
"1759543";"Q3757108";"nm0761137";"1759543";;"Vittorio Sancisi";"0"
"1764557";"Q136085697";"nm6686074";"1764557";;"Jeremy Culhane";"0"
"1765507";"Q15524998";"nm0236392";"3891646";;"John Doyle";"0"
"1768209";"Q18636830";"nm2051096";"0";;"Álvaro Carmona";"0"
"1770718";"Q24577506";"nm5330130";"1770718";;"Katrina Lindsay";"0"
"1774655";"Q109859416";"nm0362832";"0";;"Walter Benjamin Hare";"0"
"1779753";"Q131361108";"nm4537580";"1779753";;"Richard Bond";"0"
"1790710";"Q131922884";"nm5461686";"0";;"Ivan Leung";"0"
"1791548";"Q2830587";"nm5323470";"0";;"Alan Simon";"0"
"1791656";"Q1895317";"nm0034469";"0";;"Rod Argent";"0"
"1797176";"Q20054849";"nm1823242";"1797176";;"Bouchra Khalili";"0"
"1797637";"Q135660740";"nm5122514";"0";;"Mimi Kirkland";"0"
"1799921";"Q16019830";"nm0918932";"0";;"Bryon Weiss";"0"
"1800616";"Q135466660";"nm0910277";"0";;"Jules Walters";"0"
"1805225";"Q134707713";"nm3227763";"1805225";;"Peter Dreimanis";"0"
"1806424";"Q12611431";"nm0497871";"3786245";;"Lee Mi-young";"0"
"1809108";"Q3341002";"nm1927176";"0";;"Nicole Avril";"0"
"1809328";"Q123457973";"nm3826966";"1809328";;"Crystal Hayslett";"0"
"1809756";"Q5606182";"nm7618254";"0";;"Greg Reeves";"0"
"1814037";"Q6847579";"nm0475211";"0";;"Mike Kunkel";"0"
"1822751";"Q28411033";"nm17355815";"1822751";;"Xu Dongdong";"0"
"1824218";"Q131379473";"nm4967820";"1824218";;"Pouria Heidary Oureh";"0"
"1826952";"Q135404723";"nm0540099";"1826952";;"Wayne Mallory";"0"
"1828197";"Q128794255";"nm1340312";"1828197";;"Constancio de Guzman";"0"
"1829397";"Q22811325";"nm0180291";"0";;"Sharon Cornell";"0"
"1829589";"Q12251131";"nm8208401";"0";;"Wafaa Mekki";"0"
"1832271";"Q1233824";"nm0604280";"0";;"Konstantin Moreth";"0"
"1832528";"Q95862720";"nm0937828";"0";;"Klaus B. Wolf";"0"
"1841660";"Q1383394";"nm5621145";"1841660";;"Malte Welding";"0"
"1847527";"Q56450429";"nm12018974";"1847527";;"Daler Yusuf";"0"
"1850881";"Q136298538";"nm8601518";"0";;"Sophie Robertson";"0"
"1858262";"Q55730032";"nm13150963";"0";;"Park Young-woon";"0"
"1869461";"Q6174389";"nm2247147";"0";;"Jeff Lowe";"0"
"1876133";"Q104121640";"nm8766076";"1876133";;"Adam Ekeli";"0"
"1878152";"Q104831775";"nm3867366";"0";;"Ivan Bradara";"0"
"1878982";"Q136350952";"nm0043765";"1878982";;"Catherine Ayers";"0"
"1880564";"Q113329057";"nm5369588";"0";;"Lisa Uhlen Ryssevik";"0"
"1885318";"Q136351722";"nm7890800";"1885318";;"Barton Fitzpatrick";"0"
"1894614";"Q62015341";"nm6420135";"1894614";;"Mahdi Golestane";"0"
"1897538";"Q116940538";"nm0506199";"1897538";;"Vladimir Levitskiy";"0"
"1901835";"Q112452684";"nm1085551";"1901835";;"Kristina Hanzalová";"0"
"1905128";"Q136349264";"nm1527652";"0";;"Tilly Gaunt";"0"
"1905185";"Q6660160";"nm4768327";"1905185";;"Liz Goldwyn";"0"
"1910617";"Q118780177";"nm7595796";"1910617";;"Freya Kreutzkam";"0"
"1911907";"Q136248081";"nm1025200";"1911907";;"Jill Shackner";"0"
"1913920";"Q11531280";"nm8412510";"1285657";;"Hana Matsumoto";"0"
"1924786";"Q136222401";"nm0584138";"1924786";;"Jeffrey Michael";"0"
"1926723";"Q998792";"nm2285942";"0";;"Andrew Feldmar";"0"
"1931080";"Q116979506";"nm9274401";"1931080";;"Estella Bathory";"1"
"1942032";"Q112988198";"nm0875530";"1942032";;"Mikhail Tsybasov";"0"
"1944153";"Q17351932";"nm1062259";"1944153";;"Shawn Fonteno";"0"
"1944220";"Q134776038";"nm0541882";"1944220";;"Pierre Mandrin";"0"
"1947872";"Q135411214";"nm2249176";"1947872";;"Skip Brittenham";"0"
"1952212";"Q93836757";"nm2823641";"0";;"Andrey Kolpin";"0"
"1952224";"Q46051654";"nm6950929";"0";;"Davide Campagna";"0"
"1953457";"Q136186268";"nm0466390";"1953457";;"Richard Korn";"0"
"1954877";"Q108330034";"nm6419649";"0";;"Ehsan Vaseghi";"0"
"1955804";"Q131377726";"nm8469896";"1955804";;"Elizabeth Bischof";"0"
"1963396";"Q133302653";"nm2071997";"1963396";;"Kostas Stavrinoudakis";"0"
"1970360";"Q136394265";"nm8147905";"1970360";;"Tristan Riggs";"0"
"1985873";"Q133837406";"nm6210812";"0";;"Zsófia Tasnádi";"0"
"1992092";"Q17362678";"nm0399076";"0";;"Ray Wong Chi-Wai";"0"
"1993205";"Q20687438";"nm7973284";"1993205";;"Hazal Türesan";"0"
"1996862";"Q26899530";"nm3328284";"0";;"Jérôme Clément-Wilz";"0"
"2001520";"Q136231930";"nm1560664";"2001520";;"Ivana Stejskalová";"0"
"2003514";"Q136376033";"nm5381748";"2003514";;"Derek Ocampo";"0"
"2004903";"Q99476615";"nm9592084";"2004903";;"Serkay Tütüncü";"0"
"2011270";"Q25450930";"nm5948666";"0";;"Karoliina Niskanen";"0"
"2015557";"Q126811438";"nm3049312";"2015557";;"Donisha Rita Claire Prendergast";"0"
"2024028";"Q1593921";"nm8377617";"2024028";;"Helen Maroulis";"0"
"2025257";"Q2365511";"nm7324514";"2025257";;"Aleksandr Kabakov";"0"
"2028038";"Q134273642";"nm4850896";"2028038";;"Will Seefried";"0"
"2029276";"Q100856580";"nm2691063";"0";;"Nathanjohn Carter";"0"
"2031963";"Q136334068";"nm5613849";"0";;"Jasmine Batchelor";"0"
"2034706";"Q135916468";"nm10507122";"2034706";;"Egor Troyanovsky";"0"
"2036408";"Q720749";"nm2511004";"0";;"Gabriele Amorth";"0"
"2038693";"Q136394049";"nm9688684";"2038693";;"Kuldeep Gor";"0"
"2038891";"Q16940913";"nm8552430";"0";;"Raphael Montes";"0"
"2042557";"Q3085387";"nm7038195";"2042557";;"François Molins";"0"
"2044964";"Q64783414";"nm0032823";"0";;"Kouichi Arai";"0"
"2048465";"Q7295170";"nm0619841";"1350956";;"Rasoul Najafian";"0"
"2049456";"Q117863836";"nm7497452";"0";;"Saila Kariat";"0"
"2054007";"Q81375032";"nm2747486";"2054007";;"Alena Surzhikova";"0"
"2058679";"Q116210232";"nm9961115";"2058679";;"Abraham Wapler";"0"
"2058959";"Q136326894";"nm2246337";"2058959";;"Ali Akbar Erfani";"0"
"2060015";"Q16173589";"nm5690165";"2060015";;"Kim Dan-yul";"0"
"2068825";"Q133302213";"nm0500848";"2068825";;"Marika Lekaki";"0"
"2069639";"Q72280164";"nm2937248";"2069639";;"Chris Sandiford";"0"
"2077725";"Q90931427";"nm0201492";"2077725";;"Toni Darnay";"0"
"2081335";"Q130343338";"nm3051272";"2081335";;"Judith Georgi";"0"
"2089666";"Q135106678";"nm2520680";"2089666";;"Alina Grey";"1"
"2094053";"Q5817598";"nm4097355";"2094053";;"Michael Hurley";"0"
"2100307";"Q10289527";"nm0317939";"0";;"Gilbert Stein";"0"
"2104200";"Q135778184";"nm5765181";"2104200";;"Macey Chipping";"0"
"2105209";"Q6039208";"nm3520159";"2105209";;"Aydan Taş";"0"
"2105214";"Q116587752";"nm3532880";"0";;"Burcu Gönder";"0"
"2109877";"Q99593799";"nm3044308";"0";;"Dave 1";"0"
"2110960";"Q21091984";"nm0904491";"2110960";;"Antonina Vvedenskaya";"0"
"2112010";"Q136268988";"nm8842905";"2112010";;"Sandy";"0"
"2112739";"Q130259094";"nm8581222";"0";;"Dara Hayayee";"0"
"2115460";"Q270546";"nm1808224";"1243163";;"Gloria Jones";"0"
"2116049";"Q3525336";"nm3300127";"2116049";;"Thomas Legrand";"0"
"2134573";"Q42331333";"nm12908835";"0";;"Nour Ehab";"0"
"2139016";"Q52191446";"nm7792623";"1758876";;"Caroline Sweet";"1"
"2147303";"Q4661814";"nm0041790";"0";;"Aaron Augenblick";"0"
"2151704";"Q134507282";"nm11609909";"2151704";;"Zhang Xiaowan";"0"
"2156485";"Q30945061";"nm10589733";"0";;"Tong Xinzhu";"0"
"2162217";"Q11781839";"nm1593487";"2162217";;"Mirosław Kropielnicki";"0"
"2170070";"Q3380525";"nm1335307";"2170070";;"Philippe Petit-Roulet";"0"
"2171041";"Q136248379";"nm5474773";"2171041";;"Kane Turna";"1"
"2173817";"Q136311743";"nm7261746";"0";;"Justyna Mytnik";"0"
"2187208";"Q135982304";"nm4493780";"2187208";;"Yaniv Linton";"0"
"2188953";"Q28713759";"nm6971033";"2188953";;"Behrouz Nooranipour";"0"
"2190631";"Q136340137";"nm7355374";"2190631";;"Luke Manning";"0"
"2199607";"Q103053589";"nm8604916";"0";;"Julian Edwards";"0"
"2209292";"Q94131316";"nm9855808";"0";;"Haarsh Limbachiyaa";"0"
"2210035";"Q128153982";"nm3598161";"0";;"Shai Matheson";"0"
"2210319";"Q136373497";"nm0566415";"2210319";;"Ann McCormack";"0"
"2212774";"Q1335382";"nm5211504";"0";;"Stanley G. Payne";"0"
"2224432";"Q131557722";"nm4684153";"0";;"Pei-Ju Hsieh";"0"
"2234019";"Q16151012";"nm4587088";"2234019";;"Jordan Banjo";"0"
"2243887";"Q131869880";"nm0728486";"2243887";;"David Rit";"0"
"2244444";"Q123745594";"nm2449595";"2244444";;"James Mogul";"1"
"2244529";"Q131403512";"nm9691641";"2244529";;"Patrick O'Neill";"0"
"2252495";"Q11383814";"nm1448766";"0";;"Osamu Sato";"0"
"2253459";"Q136204000";"nm6309467";"2253459";;"Martin Bobb-Semple";"0"
